name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,openIssues,closedIssues,stars
minikube,kubernetes,2016-04-15T22:38:35Z,2025-08-11T18:39:03Z,Go,8721,151,523,9572,30799
croc,schollz,2017-10-17T15:20:18Z,2025-08-11T19:59:52Z,Go,233,175,10,530,30768
filebrowser,filebrowser,2015-09-11T21:21:58Z,2025-08-11T18:47:47Z,Go,605,95,20,2722,30737
pathway,pathwaycom,2022-11-27T13:01:14Z,2025-08-11T18:56:53Z,Python,5,74,44,53,30711
p3c,alibaba,2017-06-23T06:15:51Z,2025-08-11T04:31:47Z,Kotlin,62,0,161,697,30709
OCRmyPDF,ocrmypdf,2013-12-20T08:26:28Z,2025-08-11T19:13:44Z,Python,149,41,132,1135,30698
khoj,khoj-ai,2021-08-16T01:48:44Z,2025-08-11T18:54:57Z,Python,474,157,75,475,30696
k9s,derailed,2019-01-25T18:46:02Z,2025-08-11T18:14:18Z,Go,829,248,419,1713,30669
ink,vadimdemedes,2017-06-12T06:12:28Z,2025-08-11T19:50:59Z,TypeScript,228,59,73,300,30665
editor.js,codex-team,2015-11-28T20:56:35Z,2025-08-11T13:17:17Z,TypeScript,863,102,599,921,30661
kafka,apache,2011-08-15T18:06:16Z,2025-08-11T19:24:57Z,Java,11779,0,0,0,30649
interactive-coding-challenges,donnemartin,2015-04-28T21:36:39Z,2025-08-11T15:27:51Z,Python,176,0,37,32,30637
Sortable,SortableJS,2013-12-19T10:10:13Z,2025-08-11T19:00:15Z,JavaScript,248,30,472,1344,30635
1Panel,1Panel-dev,2022-07-19T15:44:52Z,2025-08-11T15:48:23Z,Go,3759,95,621,4687,30631
fish-shell,fish-shell,2012-05-10T03:00:55Z,2025-08-11T15:22:23Z,Rust,2138,48,472,7177,30597
Xray-core,XTLS,2020-11-09T11:23:10Z,2025-08-11T20:07:40Z,Go,1002,90,12,2535,30587
spring-boot-examples,ityouknow,2016-11-05T05:32:33Z,2025-08-11T11:39:12Z,Java,7,0,10,99,30553
comprehensive-rust,google,2022-12-21T15:17:24Z,2025-08-11T19:48:59Z,Rust,2170,0,112,232,30536
calculator,microsoft,2019-01-28T17:55:49Z,2025-08-10T18:11:00Z,C++,897,0,394,717,30531
awesome-sysadmin,awesome-foss,2014-12-23T08:41:22Z,2025-08-11T18:09:31Z,None,329,0,14,88,30520
symfony,symfony,2010-01-04T14:21:21Z,2025-08-11T18:00:20Z,PHP,24206,555,566,20644,30487
k3s,k3s-io,2018-05-31T01:37:46Z,2025-08-11T20:08:33Z,Go,4050,882,125,6794,30474
jsPDF,parallax,2009-12-06T14:56:32Z,2025-08-11T14:05:54Z,JavaScript,717,35,116,2443,30455
influxdb,influxdata,2013-09-26T14:31:10Z,2025-08-11T18:37:10Z,Rust,10589,93,2056,11948,30455
UTM,utmapp,2019-04-12T16:09:24Z,2025-08-11T15:27:58Z,Swift,263,121,896,2512,30441
textual,Textualize,2021-04-08T15:24:47Z,2025-08-11T20:07:51Z,Python,2160,185,184,2071,30427
server,nextcloud,2016-06-02T07:44:14Z,2025-08-11T19:54:38Z,PHP,28035,346,2261,17907,30422
headscale,juanfont,2020-06-21T09:21:05Z,2025-08-11T18:54:21Z,Go,1045,124,100,986,30392
webtorrent,webtorrent,2013-10-15T08:16:40Z,2025-08-11T18:42:08Z,JavaScript,962,227,65,1598,30332
weekly,ascoders,2017-03-20T06:10:04Z,2025-08-11T12:01:14Z,JavaScript,136,193,3,363,30324
NeteaseCloudMusicApi,Binaryify,2016-06-22T11:58:03Z,2025-08-11T17:34:50Z,None,292,0,147,1190,30320
layui,layui,2015-09-22T08:12:03Z,2025-08-11T08:58:47Z,JavaScript,590,158,67,1289,30306
fabric.js,fabricjs,2010-06-09T22:24:38Z,2025-08-11T11:29:51Z,TypeScript,2343,174,421,5760,30302
lux,iawia002,2018-02-24T11:29:03Z,2025-08-11T17:31:10Z,Go,300,86,518,540,30257
rocksdb,facebook,2012-11-30T06:16:18Z,2025-08-11T19:25:44Z,C++,609,206,766,2635,30257
tqdm,tqdm,2015-06-03T13:13:14Z,2025-08-11T19:15:26Z,Python,287,131,439,587,30252
GPTs,linexjlin,2023-11-11T03:24:16Z,2025-08-11T14:42:21Z,None,42,0,7,21,30246
Data-Science-For-Beginners,microsoft,2021-03-03T16:30:15Z,2025-08-11T20:07:38Z,Jupyter Notebook,308,0,24,95,30244
medusa,medusajs,2020-01-18T13:39:04Z,2025-08-11T18:57:04Z,TypeScript,7406,127,101,3150,30240
CLIP,openai,2020-12-16T11:24:42Z,2025-08-11T19:08:34Z,Jupyter Notebook,28,0,241,192,30230
diffusers,huggingface,2022-05-30T16:04:02Z,2025-08-11T18:04:04Z,Python,4961,84,545,4401,30211
HEAD,joshbuchea,2016-04-20T20:05:37Z,2025-08-11T19:59:39Z,None,86,0,20,73,30210
docsify,docsifyjs,2016-11-20T07:55:43Z,2025-08-11T14:54:34Z,JavaScript,730,15,89,1198,30198
alpine,alpinejs,2019-11-28T13:51:55Z,2025-08-11T19:42:57Z,HTML,657,137,0,612,30169
AI-Expert-Roadmap,AMAI-GmbH,2020-10-24T21:49:40Z,2025-08-11T15:42:14Z,JavaScript,13,0,20,46,30166
gkd,gkd-kit,2023-07-04T03:59:15Z,2025-08-11T17:56:57Z,Kotlin,6,53,13,647,30144
OpenCut,OpenCut-app,2025-06-22T08:02:17Z,2025-08-11T20:03:50Z,TypeScript,165,0,109,63,30129
numpy,numpy,2010-09-13T23:02:39Z,2025-08-11T20:03:27Z,Python,13060,132,2098,11378,30129
roop,s0md3v,2023-05-28T14:37:54Z,2025-08-11T19:31:02Z,Python,80,6,0,0,30118
stanford_alpaca,tatsu-lab,2023-03-10T23:33:09Z,2025-08-11T16:38:23Z,Python,5,0,170,98,30109
Trilium,TriliumNext,2017-05-23T00:30:20Z,2025-08-11T19:43:15Z,TypeScript,549,333,1082,3468,30108
sequelize,sequelize,2010-07-22T07:11:11Z,2025-08-11T13:15:24Z,TypeScript,4960,487,891,9511,30108
CheatSheetSeries,OWASP,2018-12-21T14:26:43Z,2025-08-11T18:03:01Z,Python,1075,0,39,487,30055
OpenAPI-Specification,OAI,2014-03-03T16:53:36Z,2025-08-11T18:22:01Z,Markdown,1533,12,151,2209,30051
uppy,transloadit,2015-11-16T12:32:33Z,2025-08-11T16:55:49Z,TypeScript,3094,196,155,2290,30030
paperless-ngx,paperless-ngx,2022-02-12T21:56:52Z,2025-08-11T19:15:00Z,Python,2543,120,0,2089,30021
hutool,chinabugotech,2014-04-13T07:23:51Z,2025-08-11T14:20:28Z,Java,447,152,4,2974,29977
dioxus,DioxusLabs,2021-01-15T01:57:26Z,2025-08-11T20:01:54Z,Rust,1740,24,422,1605,29939
pytorch-lightning,Lightning-AI,2019-03-31T00:45:57Z,2025-08-11T19:38:34Z,Python,9045,166,952,6436,29929
sniffnet,GyulyVGC,2022-07-31T21:55:56Z,2025-08-11T20:08:25Z,Rust,428,14,44,236,29914
particles.js,VincentGarreau,2014-09-06T14:29:47Z,2025-08-11T19:27:21Z,JavaScript,21,6,304,106,29871
exo,exo-explore,2024-06-24T18:36:22Z,2025-08-11T20:08:40Z,Python,207,12,358,145,29863
surrealdb,surrealdb,2021-12-09T15:03:29Z,2025-08-11T18:43:07Z,Rust,2127,92,678,1469,29831
tinygrad,tinygrad,2020-10-18T16:23:12Z,2025-08-11T19:20:13Z,Python,7831,12,131,837,29826
leakcanary,square,2015-04-29T23:54:16Z,2025-08-10T06:02:28Z,Kotlin,921,43,126,1512,29782
foundation-sites,foundation,2011-10-13T23:05:42Z,2025-08-11T10:13:02Z,HTML,2958,79,56,8179,29762
vue-cli,vuejs,2015-12-26T23:11:20Z,2025-08-11T06:25:05Z,JavaScript,1258,177,934,4563,29716
awesome-macos-command-line,herrbischoff,2015-09-22T19:37:55Z,2025-08-11T19:06:54Z,None,104,0,0,0,29707
awesome-python-cn,jobbole,2015-11-03T09:50:50Z,2025-08-11T15:20:12Z,Makefile,51,0,13,18,29695
cheerio,cheeriojs,2011-10-09T04:23:20Z,2025-08-11T12:15:13Z,TypeScript,2831,61,21,1199,29682
drizzle-orm,drizzle-team,2021-06-24T09:03:05Z,2025-08-11T20:10:42Z,TypeScript,610,146,1421,1692,29676
folly,facebook,2012-06-01T20:49:04Z,2025-08-11T19:27:57Z,C++,13,253,294,930,29666
algo,trailofbits,2016-05-15T03:42:48Z,2025-08-11T19:49:34Z,Python,568,2,86,1531,29634
DevToys,DevToys-app,2021-09-29T01:40:41Z,2025-08-11T17:35:19Z,C#,497,38,274,658,29633
Mr.-Ranedeer-AI-Tutor,JushBJJ,2023-03-31T12:37:26Z,2025-08-11T08:18:15Z,None,18,3,13,34,29620
restic,restic,2014-04-27T14:07:58Z,2025-08-11T18:56:05Z,Go,2184,48,418,2392,29613
AdGuardHome,AdguardTeam,2016-07-06T10:31:47Z,2025-08-11T19:13:08Z,Go,124,212,1125,4628,29603
stb,nothings,2014-05-25T16:51:23Z,2025-08-11T18:20:30Z,C,288,0,198,694,29600
apollo,apolloconfig,2016-03-04T10:24:23Z,2025-08-11T08:30:56Z,Java,1449,41,143,3207,29590
wails,wailsapp,2018-12-15T23:14:06Z,2025-08-11T18:16:16Z,Go,1494,240,258,1853,29577
project-guidelines,elsewhencode,2017-06-30T10:17:55Z,2025-08-11T19:42:18Z,JavaScript,113,0,9,29,29557
react-boilerplate,react-boilerplate,2015-02-18T14:36:32Z,2025-08-11T19:49:15Z,JavaScript,715,16,86,1822,29535
WSL,microsoft,2016-04-06T17:32:56Z,2025-08-11T19:21:30Z,C++,123,94,1043,10676,29519
500lines,aosabook,2013-11-04T02:02:53Z,2025-08-11T18:03:03Z,JavaScript,175,0,29,41,29508
glances,nicolargo,2011-12-04T08:49:15Z,2025-08-11T19:41:30Z,Python,741,51,128,1928,29491
phantomjs,ariya,2010-12-27T08:18:58Z,2025-08-10T03:09:52Z,C++,562,0,14,4731,29477
vue-vben-admin,vbenjs,2020-07-11T02:29:21Z,2025-08-11T14:39:24Z,Vue,1624,59,114,3461,29466
motion,motiondivision,2018-11-16T09:48:38Z,2025-08-11T18:43:27Z,TypeScript,1061,0,286,1568,29440
mantine,mantinedev,2021-01-07T14:02:19Z,2025-08-11T16:12:48Z,TypeScript,1483,270,21,3208,29384
Hover,IanLunn,2014-01-02T14:27:35Z,2025-08-11T04:30:02Z,SCSS,23,10,24,83,29374
react-three-fiber,pmndrs,2019-02-25T14:31:51Z,2025-08-11T18:14:18Z,TypeScript,650,125,80,1040,29371
hey,heyverse,2022-03-19T15:01:46Z,2025-08-11T15:47:40Z,TypeScript,3759,0,1,1683,29368
django-rest-framework,encode,2011-03-02T17:13:56Z,2025-08-11T16:27:10Z,Python,3015,21,59,3886,29365
standard,standard,2015-01-27T01:23:31Z,2025-08-11T06:24:47Z,JavaScript,411,7,110,1122,29339
css-protips,AllThingsSmitty,2015-08-29T12:29:03Z,2025-08-11T13:14:00Z,None,73,0,1,61,29322
Hyprland,hyprwm,2022-03-16T19:49:13Z,2025-08-11T20:00:50Z,C++,1860,96,61,7200,29289
canal,alibaba,2013-01-13T10:59:52Z,2025-08-11T06:56:13Z,Java,473,32,1156,3571,29289
tokio,tokio-rs,2016-09-09T22:31:36Z,2025-08-11T16:49:26Z,Rust,3592,138,332,2179,29269
lighthouse,GoogleChrome,2016-03-08T01:03:11Z,2025-08-11T17:34:12Z,JavaScript,5464,125,490,8680,29255
umami,umami-software,2020-07-17T07:59:00Z,2025-08-11T20:10:13Z,TypeScript,799,99,68,1756,29228
claude-code,anthropics,2025-02-22T17:41:21Z,2025-08-11T20:02:45Z,TypeScript,50,0,3103,2307,29217
consul,hashicorp,2013-11-04T22:15:27Z,2025-08-11T14:03:30Z,Go,13718,216,1264,4269,29210
es6features,lukehoban,2014-03-03T18:29:30Z,2025-08-11T13:43:31Z,None,41,0,21,36,29199
llm-app,pathwaycom,2023-07-19T08:43:37Z,2025-08-11T18:56:59Z,Jupyter Notebook,47,0,5,12,29179
handson-ml2,ageron,2019-01-08T03:49:07Z,2025-08-11T19:27:49Z,Jupyter Notebook,64,0,217,300,29171
xxl-job,xuxueli,2015-11-28T12:59:34Z,2025-08-11T13:16:59Z,Java,113,38,275,2949,29144
python-guide,realpython,2011-03-15T03:24:20Z,2025-08-11T11:52:28Z,Batchfile,683,0,99,180,29129
DeepFaceLive,iperov,2020-12-15T12:19:22Z,2025-08-11T17:11:34Z,Python,13,35,1,143,29103
Clone-Wars,GorvGoyl,2020-12-02T11:10:16Z,2025-08-11T18:15:11Z,None,130,0,12,70,29096
swift-algorithm-club,kodecocodes,2016-01-26T17:56:12Z,2025-08-10T20:34:48Z,Swift,610,0,32,183,29088
viper,spf13,2014-04-02T14:33:33Z,2025-08-11T18:16:31Z,Go,502,34,413,489,29062
composer,composer,2011-06-08T08:53:00Z,2025-08-11T17:11:31Z,PHP,2944,214,119,7753,29061
plyr,sampotts,2015-02-14T11:33:07Z,2025-08-11T13:17:17Z,JavaScript,384,88,882,1221,29050
COVID-19,CSSEGISandData,2020-02-04T22:03:53Z,2025-08-11T12:46:36Z,None,2152,0,1680,2079,29049
tuning_playbook,google-research,2023-01-18T23:32:32Z,2025-08-11T18:32:07Z,None,14,0,11,34,29046
firecracker,firecracker-microvm,2017-10-19T06:18:47Z,2025-08-11T19:25:00Z,Rust,3156,78,52,1400,29007
TrackersListCollection,XIU2,2019-10-03T15:55:07Z,2025-08-11T16:10:07Z,None,6,0,0,0,29007
LibreChat,danny-avila,2023-02-12T01:06:52Z,2025-08-11T19:34:48Z,TypeScript,2084,57,160,3037,28955
refined-github,refined-github,2016-02-15T16:45:02Z,2025-08-11T19:51:11Z,TypeScript,3426,173,137,4366,28949
keycloak,keycloak,2013-07-02T13:38:51Z,2025-08-11T19:28:25Z,Java,17418,86,2014,13149,28942
SpringAll,wuyouzhuguli,2018-05-02T02:48:44Z,2025-08-11T15:43:26Z,Java,1,0,21,27,28914
llama3,meta-llama,2024-03-15T17:57:00Z,2025-08-11T13:52:51Z,Python,23,0,174,119,28898
postcss,postcss,2013-09-24T23:06:48Z,2025-08-11T20:02:05Z,TypeScript,759,268,27,997,28848
react-spring,pmndrs,2018-03-07T15:39:32Z,2025-08-11T06:25:47Z,TypeScript,437,52,115,1143,28825
todomvc,tastejs,2011-06-03T19:56:33Z,2025-08-11T10:12:47Z,JavaScript,760,6,123,661,28810
Complete-Python-3-Bootcamp,Pierian-Data,2018-02-12T19:30:10Z,2025-08-11T14:41:47Z,Jupyter Notebook,12,0,143,225,28772
dragonfly,dragonflydb,2021-12-11T10:00:42Z,2025-08-11T14:05:43Z,C++,3296,106,258,1570,28680
zoxide,ajeetdsouza,2020-03-05T13:11:40Z,2025-08-11T20:11:03Z,Rust,224,36,103,577,28672
spring-cloud-alibaba,alibaba,2017-12-01T20:49:15Z,2025-08-11T08:00:48Z,Java,1076,48,203,2296,28668
JavaScript30,wesbos,2016-12-07T19:15:31Z,2025-08-11T13:16:14Z,HTML,153,0,0,0,28652
hosts,StevenBlack,2012-04-12T20:22:50Z,2025-08-11T13:58:29Z,Python,486,777,116,1995,28644
linkedin-skill-assessments-quizzes,Ebazhanov,2019-07-13T19:52:56Z,2025-08-11T03:24:37Z,None,5638,1,84,807,28640
os-tutorial,cfenollosa,2014-09-29T08:39:34Z,2025-08-11T20:07:11Z,C,11,0,74,105,28634
slick,kenwheeler,2014-03-24T02:10:05Z,2025-08-11T10:10:14Z,JavaScript,258,48,1198,2421,28622
xstate,statelyai,2015-09-14T15:04:15Z,2025-08-11T16:32:53Z,TypeScript,1971,440,106,1288,28599
machine-learning-for-software-engineers,ZuzooVn,2016-10-09T21:20:25Z,2025-08-11T02:45:24Z,None,60,0,17,9,28561
Jobs_Applier_AI_Agent_AIHawk,feder-cr,2024-08-04T12:15:06Z,2025-08-11T19:31:01Z,Python,185,0,11,663,28551
immer,immerjs,2017-12-29T12:25:47Z,2025-08-11T12:33:59Z,JavaScript,374,109,33,633,28532
k6,grafana,2016-03-21T15:30:24Z,2025-08-11T16:39:28Z,Go,2138,74,726,1657,28490
programmer-job-blacklist,shengxinjing,2016-06-25T06:09:10Z,2025-08-11T07:02:07Z,Shell,28,0,157,181,28455
data-science-ipython-notebooks,donnemartin,2015-01-23T19:38:29Z,2025-08-11T03:58:22Z,Python,31,0,19,22,28453
kitty,kovidgoyal,2016-10-16T14:48:28Z,2025-08-11T19:05:56Z,Python,1129,128,9,6247,28452
vuex,vuejs,2015-07-16T04:21:26Z,2025-08-11T06:24:56Z,JavaScript,656,51,99,1165,28439
Avalonia,AvaloniaUI,2013-12-05T20:13:21Z,2025-08-11T17:44:10Z,C#,5294,109,1714,6144,28409
turborepo,vercel,2021-10-05T17:37:11Z,2025-08-11T20:01:50Z,Rust,6209,493,127,1805,28385
android_guides,codepath,2013-06-19T10:24:45Z,2025-08-11T02:09:36Z,None,9,0,162,219,28381
ExplorerPatcher,valinet,2021-08-09T14:17:24Z,2025-08-11T16:09:24Z,C,18,288,271,2188,28375
rust-course,sunface,2018-08-07T05:01:21Z,2025-08-11T10:49:15Z,Rust,783,0,60,149,28368
jumpserver,jumpserver,2014-07-04T03:54:59Z,2025-08-11T19:53:38Z,Python,7490,249,26,7269,28350
helm,helm,2015-10-06T01:07:32Z,2025-08-11T18:39:16Z,Go,4085,214,469,7659,28332
the-super-tiny-compiler,jamiebuilds,2016-03-11T04:19:18Z,2025-08-11T06:25:10Z,JavaScript,20,0,0,0,28316
posthog,PostHog,2020-01-23T22:46:58Z,2025-08-11T19:56:26Z,Python,24692,15,2104,5512,28311
openssl,openssl,2013-01-15T22:34:48Z,2025-08-11T16:03:24Z,C,145,283,1746,8974,28295
reverse-interview,viraptor,2019-09-08T13:38:40Z,2025-08-11T16:31:11Z,None,75,0,7,18,28294
openai-python,openai,2020-10-25T23:23:54Z,2025-08-11T19:57:17Z,Python,988,313,86,985,28285
continue,continuedev,2023-05-24T03:39:39Z,2025-08-11T19:10:26Z,TypeScript,2740,370,918,2700,28271
90DaysOfDevOps,MichaelCade,2021-12-26T13:55:18Z,2025-08-11T17:26:44Z,Shell,358,2,9,80,28263
tdesktop,telegramdesktop,2014-05-02T12:36:31Z,2025-08-11T19:40:03Z,C++,1741,798,879,14337,28245
podman,containers,2017-11-01T15:01:27Z,2025-08-11T19:44:04Z,Go,11670,227,785,9223,28237
async,caolan,2010-06-01T21:01:30Z,2025-08-11T18:29:24Z,JavaScript,557,7,10,1132,28227
applied-ml,eugeneyan,2020-07-04T18:57:47Z,2025-08-11T11:35:28Z,None,208,0,2,22,28207
vscodium,VSCodium,2018-08-13T14:26:58Z,2025-08-11T20:03:41Z,Shell,540,237,116,1384,28200
gitbook,GitbookIO,2014-03-31T03:01:56Z,2025-08-11T17:56:56Z,TypeScript,1275,75,30,1879,28180
druid,alibaba,2011-11-03T05:12:51Z,2025-08-11T11:50:27Z,Java,1516,51,2249,2283,28168
nginxconfig.io,digitalocean,2018-01-05T14:21:14Z,2025-08-11T14:05:50Z,JavaScript,191,0,54,184,28168
linera-protocol,linera-io,2021-12-19T04:09:21Z,2025-08-11T18:58:39Z,Rust,2634,18,488,747,28130
backbone,jashkenas,2010-09-30T19:41:28Z,2025-08-10T20:09:23Z,JavaScript,881,0,42,2364,28109
qlib,microsoft,2020-08-14T06:46:00Z,2025-08-11T15:42:12Z,Python,721,22,251,723,28063
ChatGPT,acheong08,2022-12-03T14:35:24Z,2025-08-11T13:17:27Z,Python,292,277,11,792,28037
dnSpy,dnSpy,2015-07-01T16:05:10Z,2025-08-11T17:47:35Z,C#,53,1,0,0,28029
swagger-ui,swagger-api,2011-07-15T22:56:39Z,2025-08-11T18:22:49Z,JavaScript,3305,376,1209,4426,28023
Sunshine,LizardByte,2021-12-15T23:38:57Z,2025-08-11T19:38:49Z,C++,1454,43,81,974,28015
mobx,mobxjs,2015-03-14T14:31:38Z,2025-08-11T06:24:50Z,TypeScript,1152,113,57,1914,28000
react-select,JedWatson,2014-08-26T04:27:45Z,2025-08-11T18:13:57Z,TypeScript,1054,61,379,3249,27996
Python-programming-exercises,zhiwehu,2012-06-14T07:56:46Z,2025-08-11T16:21:27Z,None,0,0,68,17,27995
python-telegram-bot,python-telegram-bot,2015-07-07T15:30:39Z,2025-08-11T13:21:15Z,Python,1631,127,14,2261,27970
waifu2x,nagadomi,2015-05-17T07:29:15Z,2025-08-11T18:08:21Z,Lua,68,3,152,216,27964
nginx-proxy-manager,NginxProxyManager,2017-12-20T23:01:16Z,2025-08-11T19:27:51Z,JavaScript,526,77,922,2069,27951
Charts,ChartsOrg,2015-03-20T10:49:12Z,2025-08-11T17:15:09Z,Swift,427,38,891,3388,27927
vhr,lenve,2018-01-04T08:57:51Z,2025-08-11T11:16:14Z,Java,1,0,157,97,27899
trivy,aquasecurity,2019-04-11T01:01:07Z,2025-08-11T15:09:28Z,Go,3176,171,156,2749,27875
python-fire,google,2017-02-21T21:35:07Z,2025-08-11T19:35:13Z,Python,132,11,129,203,27818
ResumeSample,geekcompany,2014-09-08T08:08:13Z,2025-08-11T17:29:26Z,None,2,0,0,0,27786
Web,qianguyihao,2017-01-03T11:44:33Z,2025-08-11T08:21:46Z,None,0,0,70,156,27785
headlessui,tailwindlabs,2020-09-16T09:53:09Z,2025-08-11T13:28:31Z,TypeScript,619,127,110,1288,27777
aos,michalsnik,2015-07-09T17:49:00Z,2025-08-11T09:12:10Z,JavaScript,38,0,344,360,27774
create-t3-app,t3-oss,2022-05-24T13:31:01Z,2025-08-11T19:58:14Z,TypeScript,1114,138,63,675,27761
nginx,nginx,2015-06-23T10:26:27Z,2025-08-11T17:02:45Z,C,91,7,168,173,27704
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,2013-01-14T15:46:28Z,2025-08-11T19:10:03Z,Jupyter Notebook,243,0,157,90,27694
erpnext,frappe,2011-06-08T08:20:56Z,2025-08-11T19:29:19Z,Python,26346,1000,2249,14489,27652
redash,getredash,2013-10-28T13:19:39Z,2025-08-11T20:09:48Z,Python,3255,100,615,1956,27645
yapi,YMFE,2016-05-30T09:09:09Z,2025-08-10T13:10:33Z,JavaScript,141,1,1536,922,27641
raylib,raysan5,2013-10-24T15:46:04Z,2025-08-11T20:09:07Z,C,2147,24,26,1996,27636
WindTerm,kingToolbox,2019-10-09T19:56:09Z,2025-08-11T18:01:42Z,C,1,32,2168,562,27548
commander.js,tj,2011-08-14T21:33:58Z,2025-08-11T19:44:11Z,JavaScript,824,83,7,1130,27538
Tvlist-awesome-m3u-m3u8,imDazui,2017-02-18T03:59:25Z,2025-08-11T18:59:08Z,None,1,0,24,49,27529
EasyOCR,JaidedAI,2020-03-14T11:46:39Z,2025-08-11T20:10:29Z,Python,177,23,464,605,27519
Daily-Interview-Question,Advanced-Frontend,2019-01-19T10:49:00Z,2025-08-10T16:09:24Z,JavaScript,15,0,265,301,27510
so-vits-svc,svc-develop-team,2023-03-10T09:31:09Z,2025-08-11T18:01:09Z,Python,153,0,21,109,27500
flameshot,flameshot-org,2017-05-10T19:44:51Z,2025-08-11T19:09:07Z,C++,955,29,670,2059,27482
srs,ossrs,2015-04-29T06:59:32Z,2025-08-11T15:03:41Z,C++,492,67,230,1303,27455
Rectangle,rxhanson,2019-06-21T21:34:53Z,2025-08-11T14:49:05Z,Swift,258,92,85,598,27428
